complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_completely.xml	184
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_more.xml	107
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_slightly.xml	27
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_true.xml	0
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_completely.xml	332
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_more.xml	119
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_slightly.xml	56
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_true.xml	0
complex/3-multi-staff-single-voice_true.xml	complex/3-multi-staff-single-voice_slightly.xml	275
complex/3-multi-staff-single-voice_true.xml	complex/3-multi-staff-single-voice_true.xml	0
full-fragment/mozart_true.xml	full-fragment/mozart_dots.xml	57
full-fragment/mozart_true.xml	full-fragment/mozart_dots-and-rests.xml	89
full-fragment/mozart_true.xml	full-fragment/mozart_rests.xml	31
full-fragment/mozart_true.xml	full-fragment/mozart_slurs-and-ties.xml	25
full-fragment/mozart_true.xml	full-fragment/mozart_slurs-to-beams.xml	45
full-fragment/mozart_true.xml	full-fragment/mozart_true.xml	0
single-note/note_true.xml	single-note/note_chord.xml	8
single-note/note_true.xml	single-note/note_f_clef.xml	4
single-note/note_true.xml	single-note/note_flat.xml	1
single-note/note_true.xml	single-note/note_half.xml	1
single-note/note_true.xml	single-note/note_half_with_rest.xml	7
single-note/note_true.xml	single-note/note_key_nochange.xml	1
single-note/note_true.xml	single-note/note_key_sharp.xml	2
single-note/note_true.xml	single-note/note_pitch_octave.xml	1
single-note/note_true.xml	single-note/note_pitch_step.xml	1
single-note/note_true.xml	single-note/note_sharp.xml	1
single-note/note_true.xml	single-note/note_true.xml	0
note-sequence/scale_true.xml	note-sequence/scale_interruptions.xml	25
note-sequence/scale_true.xml	note-sequence/scale_reordered-completely.xml	4
note-sequence/scale_true.xml	note-sequence/scale_shifted-duration.xml	6
note-sequence/scale_true.xml	note-sequence/scale_swap-two.xml	2
note-sequence/scale_true.xml	note-sequence/scale_true.xml	0
note-sequence/scale_true.xml	note-sequence/scale_wrong-completely.xml	8
note-sequence/scale_true.xml	note-sequence/scale_wrong-two.xml	6
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_as-one_true-notes.xml	30
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_as-one_wrong-notes.xml	54
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_true.xml	0
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_wrong-notes.xml	24
multi-part/two-part_true.xml	multi-part/two-part_as-one_true-notes.xml	30
multi-part/two-part_true.xml	multi-part/two-part_as-one_wrong-notes.xml	42
multi-part/two-part_true.xml	multi-part/two-part_true.xml	0
multi-part/two-part_true.xml	multi-part/two-part_wrong-notes.xml	13

